10	0.25	14181
10	0.5	14929
10	0.75	35870
10	1	14593
50	0.25	328215
50	0.5	374356
50	0.75	390244
50	1	668669
100	0.25	1916607
100	0.5	2543591
100	0.75	2660105
100	1	2110393
500	0.25	109718373
500	0.5	199318987
500	0.75	279140116
500	1	351796374
1000	0.25	921594742
1000	0.5	1743416063
1000	0.75	2481719147
1000	1	3140829926
